_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,date,validoorig,city,estado,valororig,parametro,estacionesid,id_y,hora,fecha,pronostico
5cccf5bee2705c19328205f8,19.41166667,-99.15222222,251,Hospital General de Mexico,HGM,119,5cccf5bee2705c19328205f8,19.41166667,-99.15222222,251,Hospital General de Mexico,HGM,119,5cccebe3e2705c1932552d16,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.4,CO,251,251CO18013000,0,1/30/18,0.25
5cccf5bee2705c19328205fa,19.535,-99.11777778,253,La Presa,LPR,119,5cccf5bee2705c19328205fa,19.535,-99.11777778,253,La Presa,LPR,119,5cccebede2705c19325660c1,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.2,CO,253,253CO18013000,0,1/30/18,0.275
5cccf5bee2705c19328205fb,19.57888889,-99.03972222,254,Los Laureles,LLA,119,5cccf5bee2705c19328205fb,19.57888889,-99.03972222,254,Los Laureles,LLA,119,5cccebf0e2705c193256b3c6,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.7,CO,254,254CO18013000,0,1/30/18,0.35
5cccf5bee2705c19328205fc,19.42472222,-99.11972222,256,Merced,MER,119,5cccf5bee2705c19328205fc,19.42472222,-99.11972222,256,Merced,MER,119,5cccebf4e2705c193257219c,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,256,256CO18013000,0,1/30/18,0.4
5cccf5bee2705c19328205fd,19.46041667,-98.90286111,257,Montecillo,MON,119,5cccf5bee2705c19328205fd,19.46041667,-98.90286111,257,Montecillo,MON,119,5cccebfbe2705c193257eb42,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.2,CO,257,257CO18013000,0,1/30/18,0.35
5cccf5bee2705c19328205fe,19.39388889,-99.02833333,258,Nezahualcoyotl,NEZ,119,5cccf5bee2705c19328205fe,19.39388889,-99.02833333,258,Nezahualcoyotl,NEZ,119,5cccec00e2705c1932587363,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,258,258CO18013000,0,1/30/18,0.375
5cccf5bee2705c19328205ff,19.32527778,-99.20416667,259,Pedregal,PED,119,5cccf5bee2705c19328205ff,19.32527778,-99.20416667,259,Pedregal,PED,119,5cccec06e2705c19325910aa,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.5,CO,259,259CO18013000,0,1/30/18,0.325
5cccf5bee2705c1932820600,19.53305556,-99.03055556,260,San Agustin,SAG,119,5cccf5bee2705c1932820600,19.53305556,-99.03055556,260,San Agustin,SAG,119,5cccec0be2705c19325997ce,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.2,CO,260,260CO18013000,0,1/30/18,0.3
5cccf5bee2705c1932820601,19.3575,-99.26305556,262,Santa Fe,SFE,119,5cccf5bee2705c1932820601,19.3575,-99.26305556,262,Santa Fe,SFE,119,5cccec11e2705c19325a584d,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.2,CO,262,262CO18013000,0,1/30/18,0.3
5cccf5bee2705c1932820602,19.404,-99.20272222,263,Miguel Hidalgo,MGH,119,5cccf5bee2705c1932820602,19.404,-99.20272222,263,Miguel Hidalgo,MGH,119,5cccec18e2705c19325b0721,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,263,263CO18013000,0,1/30/18,0.3
