_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,city,date,estacionesid,fecha,hora,id_y,parametro,estado,validoorig,valororig,pronostico
5cccf5bee2705c1932820606,19.36083333,-99.07388889,268,UAM Iztapalapa,UIZ,119,5cccf5bee2705c1932820606,19.36083333,-99.07388889,268,UAM Iztapalapa,UIZ,119,5cccec33e2705c19325deda8,Valle de Mexico,2018-01-30T00:00:00.000Z,268,1/30/18,0,268SO218013000,SO2,Ciudad de Mexico,1,0,0.0015
5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccec38e2705c19325e90f4,Valle de Mexico,2018-01-30T00:00:00.000Z,269,1/30/18,0,269SO218013000,SO2,Ciudad de Mexico,1,0.002,0.00175
5cccf5bee2705c1932820608,19.6575,-99.09666667,270,Villa de las Flores,VIF,119,5cccf5bee2705c1932820608,19.6575,-99.09666667,270,Villa de las Flores,VIF,119,5cccec3de2705c19325f38c7,Valle de Mexico,2018-01-30T00:00:00.000Z,270,1/30/18,0,270SO218013000,SO2,Ciudad de Mexico,1,0,0.001
5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccec43e2705c19325ff69b,Valle de Mexico,2018-01-30T00:00:00.000Z,271,1/30/18,0,271SO218013000,SO2,Ciudad de Mexico,1,0.001,0.00075
5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccec4ae2705c193260cedf,Poza Rica,2018-01-30T00:00:00.000Z,291,1/30/18,0,291SO218013000,SO2,Veracruz,1,0.0046,0.0019
5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccec52e2705c193261ac21,Tulancingo,2018-01-30T00:00:00.000Z,292,1/30/18,0,292SO218013000,SO2,Hidalgo,1,0.002767781,0.002091945
5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccec56e2705c1932623fc9,Oaxaca,2018-01-30T00:00:00.000Z,297,1/30/18,0,297SO218013000,SO2,Oaxaca,1,0.0005,0.002216945
5cccf5bee2705c193282060f,19.19916667,-99.01083333,299,Milpa Alta,MPA,119,5cccf5bee2705c193282060f,19.19916667,-99.01083333,299,Milpa Alta,MPA,119,5cccec59e2705c1932629b0a,Valle de Mexico,2018-01-30T00:00:00.000Z,299,1/30/18,0,299SO218013000,SO2,Ciudad de Mexico,1,0.001,0.002216945
5cccf5bee2705c1932820611,19.29222222,-99.38055556,301,Instituto Nacional de Investigaciones Nucleares,INN,119,5cccf5bee2705c1932820611,19.29222222,-99.38055556,301,Instituto Nacional de Investigaciones Nucleares,INN,119,5cccec63e2705c193263b999,Valle de Mexico,2018-01-30T00:00:00.000Z,301,1/30/18,0,301SO218013000,SO2,Ciudad de Mexico,1,0.001,0.001316945
5cccf5bee2705c1932820613,21.903,-102.2846111,303,Instituto Educativo,IED,30,5cccf5bee2705c1932820613,21.903,-102.2846111,303,Instituto Educativo,IED,30,5cccec6ae2705c1932647ac5,Aguascalientes,2018-01-30T00:00:00.000Z,303,1/30/18,0,303SO218013000,SO2,Aguascalientes,1,8.64E-05,0.000646607
5cccf5bee2705c1932820614,25.42147222,-100.9968611,304,Finanzas,FIN,123,5cccf5bee2705c1932820614,25.42147222,-100.9968611,304,Finanzas,FIN,123,5cccec70e2705c19326536e4,Saltillo,2018-01-30T00:00:00.000Z,304,1/30/18,0,304SO218013000,SO2,Coahuila,1,0.00020211,0.000572135
5cccf5bee2705c1932820616,28.70766667,-100.5265,306,Centro de Rehabilitacion DIF,DIF,125,5cccf5bee2705c1932820616,28.70766667,-100.5265,306,Centro de Rehabilitacion DIF,DIF,125,5cccec7ce2705c193266cdfd,Piedras Negras,2018-01-30T00:00:00.000Z,306,1/30/18,0,306SO218013000,SO2,Coahuila,1,0.0016092,0.000724435
5cccf5bee2705c1932820632,25.73,-100.3097222,425,Universidad,N2,72,5cccf5bee2705c1932820632,25.73,-100.3097222,425,Universidad,N2,72,5ccceca6e2705c19326bf5e9,Monterrey,2018-01-30T00:00:00.000Z,425,1/30/18,0,425SO218013000,SO2,Nuevo Leon,1,0.0035,0.001349435
